22482,Metalfoes Fusion,73594093,Spell,"","","","","Fusion Summon 1 ""Metalfoes"" Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Materials. If this card is in your Graveyard: You can shuffle it into the Deck, then draw 1 card. You can only use this effect of ""Metalfoes Fusion"" once per turn.","Fusion, Metalfoes",Normal,"","",""
22483,Metalfoes Fusion,73594093,Spell,"","","","","Fusion Summon 1 ""Metalfoes"" Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Materials. If this card is in your Graveyard: You can shuffle it into the Deck, then draw 1 card. You can only use this effect of ""Metalfoes Fusion"" once per turn.","Fusion, Metalfoes",Normal,"","",""
22484,Miracle Contact,35255456,Spell,"","","","","Shuffle into the Deck, from your hand, field, or GY, the Fusion Materials that are listed on an ""Elemental HERO"" Fusion Monster that lists ""Elemental HERO Neos"" as Fusion Material, then Special Summon that Fusion Monster from your Extra Deck, ignoring its Summoning conditions.","Elemental HERO, Fusion, Neos, Polymerization",Normal,"","",""
22485,Miracle Contact,35255456,Spell,"","","","","Shuffle into the Deck, from your hand, field, or GY, the Fusion Materials that are listed on an ""Elemental HERO"" Fusion Monster that lists ""Elemental HERO Neos"" as Fusion Material, then Special Summon that Fusion Monster from your Extra Deck, ignoring its Summoning conditions.","Elemental HERO, Fusion, Neos, Polymerization",Normal,"","",""
22486,Miracle Contact,35255456,Spell,"","","","","Shuffle into the Deck, from your hand, field, or GY, the Fusion Materials that are listed on an ""Elemental HERO"" Fusion Monster that lists ""Elemental HERO Neos"" as Fusion Material, then Special Summon that Fusion Monster from your Extra Deck, ignoring its Summoning conditions.","Elemental HERO, Fusion, Neos, Polymerization",Normal,"","",""
22487,Miracle Fusion,45906428,Spell,"","","","","Fusion Summon 1 ""Elemental HERO"" Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from your side of the field or your Graveyard.",Fusion,Normal,"","",""
22488,Miracle Synchro Fusion,36484016,Spell,"","","","","Remove from play, from your side of the field or your Graveyard, the Fusion Material Monsters listed on a Fusion Monster Card that lists a Synchro Monster as a Fusion Material Monster, and Special Summon that Fusion Monster from the Extra Deck. (This Special Summon is treated as a Fusion Summon.) If this Set card is destroyed by your opponent's card effect and sent to the Graveyard, draw 1 card.","Fusion, Synchro",Normal,"","",""
22489,Miracle Synchro Fusion,36484016,Spell,"","","","","Remove from play, from your side of the field or your Graveyard, the Fusion Material Monsters listed on a Fusion Monster Card that lists a Synchro Monster as a Fusion Material Monster, and Special Summon that Fusion Monster from the Extra Deck. (This Special Summon is treated as a Fusion Summon.) If this Set card is destroyed by your opponent's card effect and sent to the Graveyard, draw 1 card.","Fusion, Synchro",Normal,"","",""
22490,Miracle Synchro Fusion,36484016,Spell,"","","","","Remove from play, from your side of the field or your Graveyard, the Fusion Material Monsters listed on a Fusion Monster Card that lists a Synchro Monster as a Fusion Material Monster, and Special Summon that Fusion Monster from the Extra Deck. (This Special Summon is treated as a Fusion Summon.) If this Set card is destroyed by your opponent's card effect and sent to the Graveyard, draw 1 card.","Fusion, Synchro",Normal,"","",""
22491,Miracle Synchro Fusion,36484016,Spell,"","","","","Remove from play, from your side of the field or your Graveyard, the Fusion Material Monsters listed on a Fusion Monster Card that lists a Synchro Monster as a Fusion Material Monster, and Special Summon that Fusion Monster from the Extra Deck. (This Special Summon is treated as a Fusion Summon.) If this Set card is destroyed by your opponent's card effect and sent to the Graveyard, draw 1 card.","Fusion, Synchro",Normal,"","",""
22492,Miracle Synchro Fusion,36484016,Spell,"","","","","Remove from play, from your side of the field or your Graveyard, the Fusion Material Monsters listed on a Fusion Monster Card that lists a Synchro Monster as a Fusion Material Monster, and Special Summon that Fusion Monster from the Extra Deck. (This Special Summon is treated as a Fusion Summon.) If this Set card is destroyed by your opponent's card effect and sent to the Graveyard, draw 1 card.","Fusion, Synchro",Normal,"","",""
22493,Mirror of the Ice Barrier,10691144,Spell,"","","","","During this turn, each time a card(s) is removed from play from your hand, your side of the field, and/or your Graveyard by the effect of an opponent's Effect Monster:
● If a card in your hand is removed from play, remove from play up to 2 random cards in your opponent's hand.
● If a card you control is removed from play, remove from play up to 2 cards your opponent controls.
● If a card in your Graveyard is removed from play, remove from play up to 2 cards in your opponent's Graveyard.",Ice Barrier,Quick-Play,"","",""
22494,Mirror of the Ice Barrier,10691144,Spell,"","","","","During this turn, each time a card(s) is removed from play from your hand, your side of the field, and/or your Graveyard by the effect of an opponent's Effect Monster:
● If a card in your hand is removed from play, remove from play up to 2 random cards in your opponent's hand.
● If a card you control is removed from play, remove from play up to 2 cards your opponent controls.
● If a card in your Graveyard is removed from play, remove from play up to 2 cards in your opponent's Graveyard.",Ice Barrier,Quick-Play,"","",""
22495,Mirror of the Ice Barrier,10691144,Spell,"","","","","During this turn, each time a card(s) is removed from play from your hand, your side of the field, and/or your Graveyard by the effect of an opponent's Effect Monster:
● If a card in your hand is removed from play, remove from play up to 2 random cards in your opponent's hand.
● If a card you control is removed from play, remove from play up to 2 cards your opponent controls.
● If a card in your Graveyard is removed from play, remove from play up to 2 cards in your opponent's Graveyard.",Ice Barrier,Quick-Play,"","",""
22496,Mirror of the Ice Barrier,10691144,Spell,"","","","","During this turn, each time a card(s) is removed from play from your hand, your side of the field, and/or your Graveyard by the effect of an opponent's Effect Monster:
● If a card in your hand is removed from play, remove from play up to 2 random cards in your opponent's hand.
● If a card you control is removed from play, remove from play up to 2 cards your opponent controls.
● If a card in your Graveyard is removed from play, remove from play up to 2 cards in your opponent's Graveyard.",Ice Barrier,Quick-Play,"","",""
22497,Mirror of the Ice Barrier,10691144,Spell,"","","","","During this turn, each time a card(s) is removed from play from your hand, your side of the field, and/or your Graveyard by the effect of an opponent's Effect Monster:
● If a card in your hand is removed from play, remove from play up to 2 random cards in your opponent's hand.
● If a card you control is removed from play, remove from play up to 2 cards your opponent controls.
● If a card in your Graveyard is removed from play, remove from play up to 2 cards in your opponent's Graveyard.",Ice Barrier,Quick-Play,"","",""
22498,Mokey Mokey Smackdown,01965724,Spell,"","","","","While a face-up ""Mokey Mokey"" is on your side of the field, if a Fairy-Type monster on your side of the field is destroyed, the ATK of all ""Mokey Mokey"" on your side of the field becomes 3000 until the end of this turn.",Mokey Mokey,Continuous,"","",""
22499,Mokey Mokey Smackdown,01965724,Spell,"","","","","While a face-up ""Mokey Mokey"" is on your side of the field, if a Fairy-Type monster on your side of the field is destroyed, the ATK of all ""Mokey Mokey"" on your side of the field becomes 3000 until the end of this turn.",Mokey Mokey,Continuous,"","",""
22500,Molten Destruction,19384334,Spell,"","","","",All FIRE monsters gain 500 ATK and lose 400 DEF.,Attribute Field,Field,"","",""
22501,Molten Destruction,19384334,Spell,"","","","",All FIRE monsters gain 500 ATK and lose 400 DEF.,Attribute Field,Field,"","",""
22502,The Monarchs Stormforth,79844764,Spell,"","","","","Once during this turn, if you would Tribute a monster(s) for a Tribute Summon, you can Tribute 1 monster your opponent controls as if you controlled it. You can only activate 1 ""The Monarchs Stormforth"" per turn. During the turn you activate this card, you cannot Special Summon monsters from the Extra Deck.",Monarch,Quick-Play,"","",""
22503,The Monarchs Stormforth,79844764,Spell,"","","","","Once during this turn, if you would Tribute a monster(s) for a Tribute Summon, you can Tribute 1 monster your opponent controls as if you controlled it. You can only activate 1 ""The Monarchs Stormforth"" per turn. During the turn you activate this card, you cannot Special Summon monsters from the Extra Deck.",Monarch,Quick-Play,"","",""
22504,The Monarchs Stormforth,79844764,Spell,"","","","","Once during this turn, if you would Tribute a monster(s) for a Tribute Summon, you can Tribute 1 monster your opponent controls as if you controlled it. You can only activate 1 ""The Monarchs Stormforth"" per turn. During the turn you activate this card, you cannot Special Summon monsters from the Extra Deck.",Monarch,Quick-Play,"","",""
22505,The Monarchs Stormforth,79844764,Spell,"","","","","Once during this turn, if you would Tribute a monster(s) for a Tribute Summon, you can Tribute 1 monster your opponent controls as if you controlled it. You can only activate 1 ""The Monarchs Stormforth"" per turn. During the turn you activate this card, you cannot Special Summon monsters from the Extra Deck.",Monarch,Quick-Play,"","",""
22506,The Monarchs Stormforth,79844764,Spell,"","","","","Once during this turn, if you would Tribute a monster(s) for a Tribute Summon, you can Tribute 1 monster your opponent controls as if you controlled it. You can only activate 1 ""The Monarchs Stormforth"" per turn. During the turn you activate this card, you cannot Special Summon monsters from the Extra Deck.",Monarch,Quick-Play,"","",""
22507,The Monarchs Stormforth,79844764,Spell,"","","","","Once during this turn, if you would Tribute a monster(s) for a Tribute Summon, you can Tribute 1 monster your opponent controls as if you controlled it. You can only activate 1 ""The Monarchs Stormforth"" per turn. During the turn you activate this card, you cannot Special Summon monsters from the Extra Deck.",Monarch,Quick-Play,"","",""
22508,The Monarchs Stormforth,79844764,Spell,"","","","","Once during this turn, if you would Tribute a monster(s) for a Tribute Summon, you can Tribute 1 monster your opponent controls as if you controlled it. You can only activate 1 ""The Monarchs Stormforth"" per turn. During the turn you activate this card, you cannot Special Summon monsters from the Extra Deck.",Monarch,Quick-Play,"","",""
22509,The Monarchs Stormforth,79844764,Spell,"","","","","Once during this turn, if you would Tribute a monster(s) for a Tribute Summon, you can Tribute 1 monster your opponent controls as if you controlled it. You can only activate 1 ""The Monarchs Stormforth"" per turn. During the turn you activate this card, you cannot Special Summon monsters from the Extra Deck.",Monarch,Quick-Play,"","",""
22510,The Monarchs Stormforth,79844764,Spell,"","","","","Once during this turn, if you would Tribute a monster(s) for a Tribute Summon, you can Tribute 1 monster your opponent controls as if you controlled it. You can only activate 1 ""The Monarchs Stormforth"" per turn. During the turn you activate this card, you cannot Special Summon monsters from the Extra Deck.",Monarch,Quick-Play,"","",""
22511,Moray of Greed,22123627,Spell,"","","","","Shuffle 2 WATER monsters from your hand into the Deck, then draw 3 cards.",Greed,Normal,"","",""
22512,Morphtronic Accelerator,44424095,Spell,"","","","","Return 1 ""Morphtronic"" monster from your hand to the Deck. Destroy 1 card on the field, and draw 1 card.",Morphtronic,Normal,"","",""
22513,Morphtronic Cord,70423794,Spell,"","","","","Equip only to a ""Morphtronic"" monster. Each time the equipped monster's battle position is changed, destroy 1 Spell or Trap Card on the field.",Morphtronic,Equip,"","",""
22514,Morphtronic Engine,07817703,Spell,"","","","","Equip only to a Level 3 ""Morphtronic"" monster. Its ATK becomes double its original ATK. During your second Standby Phase after this card's activation, destroy this card, and take damage equal to the original ATK of the equipped monster.",Morphtronic,Equip,"","",""
22515,Morphtronic Map,56074358,Spell,"","","","","Each time a monster's battle position is changed, place 1 Morph Counter on this card. All ""Morphtronic"" monsters gain 300 ATK for each Morph Counter on this card. When this card is destroyed and sent from the field to the Graveyard, you can Special Summon 1 ""Morphtronic"" monster from your Graveyard.",Morphtronic,Field,"","",""
22516,Morphtronic Repair Unit,90239723,Spell,"","","","","Send 1 ""Morphtronic"" monster from your hand to the Graveyard and select 1 ""Morphtronic"" monster in your Graveyard. Special Summon the selected monster and equip it with this card. The equipped monster cannot change its Battle Position. When this card is removed from the Field, destroy the equipped monster.",Morphtronic,Equip,"","",""
22517,Morphtronic Rusty Engine,20686759,Spell,"","","","","Equip only to a ""Morphtronic"" monster. If the equipped monster is destroyed, inflict damage to each player equal to its original ATK.",Morphtronic,Equip,"","",""
22518,Morphtronic Rusty Engine,20686759,Spell,"","","","","Equip only to a ""Morphtronic"" monster. If the equipped monster is destroyed, inflict damage to each player equal to its original ATK.",Morphtronic,Equip,"","",""
22519,Mount Sylvania,70222318,Spell,"","","","","You can send 1 Plant-Type monster from your hand or face-up from your side of the field to the Graveyard; choose 1 ""Sylvan"" card from your Deck and place it on top of the Deck. You can only use this effect of ""Mount Sylvania"" once per turn. Once per turn, during your opponent's End Phase: You can excavate the top card of your Deck, and if it is a Plant-Type monster, send it to the Graveyard. Otherwise, place it on either the top or bottom of your Deck.",Sylvan,Field,"","",""
22520,Mount Sylvania,70222318,Spell,"","","","","You can send 1 Plant-Type monster from your hand or face-up from your side of the field to the Graveyard; choose 1 ""Sylvan"" card from your Deck and place it on top of the Deck. You can only use this effect of ""Mount Sylvania"" once per turn. Once per turn, during your opponent's End Phase: You can excavate the top card of your Deck, and if it is a Plant-Type monster, send it to the Graveyard. Otherwise, place it on either the top or bottom of your Deck.",Sylvan,Field,"","",""
22521,Mount Sylvania,70222318,Spell,"","","","","You can send 1 Plant-Type monster from your hand or face-up from your side of the field to the Graveyard; choose 1 ""Sylvan"" card from your Deck and place it on top of the Deck. You can only use this effect of ""Mount Sylvania"" once per turn. Once per turn, during your opponent's End Phase: You can excavate the top card of your Deck, and if it is a Plant-Type monster, send it to the Graveyard. Otherwise, place it on either the top or bottom of your Deck.",Sylvan,Field,"","",""
22522,Mount Sylvania,70222318,Spell,"","","","","You can send 1 Plant-Type monster from your hand or face-up from your side of the field to the Graveyard; choose 1 ""Sylvan"" card from your Deck and place it on top of the Deck. You can only use this effect of ""Mount Sylvania"" once per turn. Once per turn, during your opponent's End Phase: You can excavate the top card of your Deck, and if it is a Plant-Type monster, send it to the Graveyard. Otherwise, place it on either the top or bottom of your Deck.",Sylvan,Field,"","",""
22523,Mount Sylvania,70222318,Spell,"","","","","You can send 1 Plant-Type monster from your hand or face-up from your side of the field to the Graveyard; choose 1 ""Sylvan"" card from your Deck and place it on top of the Deck. You can only use this effect of ""Mount Sylvania"" once per turn. Once per turn, during your opponent's End Phase: You can excavate the top card of your Deck, and if it is a Plant-Type monster, send it to the Graveyard. Otherwise, place it on either the top or bottom of your Deck.",Sylvan,Field,"","",""
22524,Mustering of the Dark Scorpions,68191243,Spell,"","","","","If you control a face-up ""Don Zaloog"": You can Special Summon any number of ""Dark Scorpion"" monsters from your hand, but only 1 copy of each.",Dark Scorpion,Normal,"","",""
22525,Mustering of the Dark Scorpions,68191243,Spell,"","","","","If you control a face-up ""Don Zaloog"": You can Special Summon any number of ""Dark Scorpion"" monsters from your hand, but only 1 copy of each.",Dark Scorpion,Normal,"","",""
22526,Mustering of the Dark Scorpions,68191243,Spell,"","","","","If you control a face-up ""Don Zaloog"": You can Special Summon any number of ""Dark Scorpion"" monsters from your hand, but only 1 copy of each.",Dark Scorpion,Normal,"","",""
22527,Mustering of the Dark Scorpions,68191243,Spell,"","","","","If you control a face-up ""Don Zaloog"": You can Special Summon any number of ""Dark Scorpion"" monsters from your hand, but only 1 copy of each.",Dark Scorpion,Normal,"","",""
22528,Mystic Plasma Zone,18161786,Spell,"","","","",Increase the ATK of all DARK monsters by 500 points and decreases their DEF by 400 points.,Attribute Field,Field,"","",""
22529,Mystical Cards of Light,48356796,Spell,"","","","","You cannot use 1 of your Spell & Trap Card Zones. During your Draw Phase, if you control another ""Mystical Cards of Light"", you can draw 2 cards instead of 1 for your normal draw.",Treasure Cards,Continuous,"","",""
22530,Mystical Cards of Light,48356796,Spell,"","","","","You cannot use 1 of your Spell & Trap Card Zones. During your Draw Phase, if you control another ""Mystical Cards of Light"", you can draw 2 cards instead of 1 for your normal draw.",Treasure Cards,Continuous,"","",""
22531,Mystical Cards of Light,48356796,Spell,"","","","","You cannot use 1 of your Spell & Trap Card Zones. During your Draw Phase, if you control another ""Mystical Cards of Light"", you can draw 2 cards instead of 1 for your normal draw.",Treasure Cards,Continuous,"","",""
22532,Mystical Cards of Light,48356796,Spell,"","","","","You cannot use 1 of your Spell & Trap Card Zones. During your Draw Phase, if you control another ""Mystical Cards of Light"", you can draw 2 cards instead of 1 for your normal draw.",Treasure Cards,Continuous,"","",""
22533,Mystical Cards of Light,48356796,Spell,"","","","","You cannot use 1 of your Spell & Trap Card Zones. During your Draw Phase, if you control another ""Mystical Cards of Light"", you can draw 2 cards instead of 1 for your normal draw.",Treasure Cards,Continuous,"","",""
22534,Mystical Cards of Light,48356796,Spell,"","","","","You cannot use 1 of your Spell & Trap Card Zones. During your Draw Phase, if you control another ""Mystical Cards of Light"", you can draw 2 cards instead of 1 for your normal draw.",Treasure Cards,Continuous,"","",""
22535,Mystical Cards of Light,48356796,Spell,"","","","","You cannot use 1 of your Spell & Trap Card Zones. During your Draw Phase, if you control another ""Mystical Cards of Light"", you can draw 2 cards instead of 1 for your normal draw.",Treasure Cards,Continuous,"","",""
22536,Mystical Cards of Light,48356796,Spell,"","","","","You cannot use 1 of your Spell & Trap Card Zones. During your Draw Phase, if you control another ""Mystical Cards of Light"", you can draw 2 cards instead of 1 for your normal draw.",Treasure Cards,Continuous,"","",""
22537,Naturia Forest,37322745,Spell,"","","","","If you negate the activation of a card your opponent controls, you can add 1 Level 3 or lower ""Naturia"" monster from your Deck to your hand.",Naturia,Field,"","",""
22538,Naturia Forest,37322745,Spell,"","","","","If you negate the activation of a card your opponent controls, you can add 1 Level 3 or lower ""Naturia"" monster from your Deck to your hand.",Naturia,Field,"","",""
22539,Necroid Synchro,26194151,Spell,"","","","","Banish 1 Tuner and up to 2 non-Tuner monsters from your Graveyard, and if you do, Special Summon 1 ""Stardust"" Synchro Monster from your Extra Deck whose Level equals the total Levels of those banished monsters, but it has its effects negated. (This Special Summon is treated as a Synchro Summon.)","roid, Synchro",Normal,"","",""
22540,Necrovalley,47355498,Spell,"","","","","All ""Gravekeeper's"" monsters gain 500 ATK and DEF. Cards in the Graveyard cannot be banished. Negate any card effect that would move a card in the Graveyard to a different place. Negate any card effect that changes Types or Attributes in the Graveyard.",Necrovalley,Field,"","",""
22541,Nekroz Cycle,97211663,Spell,"","","","","This card can be used to Ritual Summon any ""Nekroz"" Ritual Monster. Tribute monsters from your hand or field, then Ritual Summon 1 ""Nekroz"" Ritual Monster from your hand or Graveyard whose Level exactly equals the total Levels of those monsters. You can only use this effect of ""Nekroz Cycle"" once per turn. If you control no monsters: You can banish this card and 1 ""Nekroz"" monster from your Graveyard; add 1 ""Nekroz"" Spell Card from your Deck to your hand.",Nekroz,Ritual,"","",""
22542,Nekroz Kaleidoscope,51124303,Spell,"","","","","This card can be used to Ritual Summon any number of ""Nekroz"" Ritual Monsters. Tribute 1 monster from your hand or field, or send 1 monster from your Extra Deck to the Graveyard, also, after that, Ritual Summon any number of ""Nekroz"" monsters whose total Levels exactly equal the Level of that monster. You can only use this effect of ""Nekroz Kaleidoscope"" once per turn. If you control no monsters: You can banish this card and 1 ""Nekroz"" monster from your Graveyard; add 1 ""Nekroz"" Spell Card from your Deck to your hand.",Nekroz,Ritual,"","",""
22543,Nekroz Mirror,14735698,Spell,"","","","","This card can be used to Ritual Summon any ""Nekroz"" Ritual Monster. Tribute monsters from your hand or field, and/or banish ""Nekroz"" monsters from your Graveyard, then Ritual Summon 1 ""Nekroz"" Ritual Monster from your hand whose Level exactly equals the total Levels of those monsters. You can only use this effect of ""Nekroz Mirror"" once per turn. If you control no monsters: You can banish this card and 1 ""Nekroz"" monster from your Graveyard; add 1 ""Nekroz"" Spell Card from your Deck to your hand.",Nekroz,Ritual,"","",""
22544,Neo Space,42015635,Spell,"","","","","""Elemental HERO Neos"" and all Fusion Monsters that list ""Elemental HERO Neos"" as a Fusion Material Monster gain 500 ATK. Fusion Monsters that list ""Elemental HERO Neos"" as a Fusion Material Monster do not have to activate their effects during the End Phase that shuffle them into the Extra Deck.",Neos,Field,"","",""
22545,Neos Force,47274077,Spell,"","","","","Equip only to ""Elemental HERO Neos"". It gains 800 ATK. When it destroys a monster by battle and sends it to the Graveyard: Inflict damage to your opponent equal to the original ATK of the destroyed monster in the Graveyard. During the End Phase: Shuffle this card into the Deck.",Neos,Equip,"","",""
22546,Nephe Shaddoll Fusion,60226558,Spell,"","","","","Activate this card by declaring 1 Attribute. Equip only to a ""Shaddoll"" monster, and it becomes that Attribute. During your Main Phase: You can Fusion Summon 1 ""Shaddoll"" Fusion Monster from your Extra Deck, using monsters from your hand or your side of the field as Fusion Materials, including the equipped monster. You can only use this effect of ""Nephe Shaddoll Fusion"" once per turn.","Fusion, Shaddoll",Equip,"","",""
22547,Neutron Blast,43845801,Spell,"","","","","Target 1 Fusion Summoned ""Blue-Eyes Ultimate Dragon"" you control; this turn, it can make a second and third attack during each Battle Phase, also when it attacks, your opponent's cards and effects cannot be activated until the end of the Damage Step.",Signature move,Normal,"","",""
22548,Neutron Blast,43845801,Spell,"","","","","Target 1 Fusion Summoned ""Blue-Eyes Ultimate Dragon"" you control; this turn, it can make a second and third attack during each Battle Phase, also when it attacks, your opponent's cards and effects cannot be activated until the end of the Damage Step.",Signature move,Normal,"","",""
22549,Neutron Blast,43845801,Spell,"","","","","Target 1 Fusion Summoned ""Blue-Eyes Ultimate Dragon"" you control; this turn, it can make a second and third attack during each Battle Phase, also when it attacks, your opponent's cards and effects cannot be activated until the end of the Damage Step.",Signature move,Normal,"","",""
22550,Ninjitsu Art Notebook,79324191,Spell,"","","","","Once per turn: You can send 1 ""Ninja"" monster from your hand to the Graveyard; Set 1 ""Ninjitsu Art"" Spell/Trap Card directly from your Deck, except ""Ninjitsu Art Notebook""",Ninjitsu Art,Continuous,"","",""
22551,Nitro Unit,23842445,Spell,"","","","","Equip only to a monster on your opponent's side of the field. When the equipped monster is destroyed by battle and sent to the Graveyard, inflict damage to your opponent equal to the ATK of the equipped monster.",Nitro,Equip,"","",""
22552,Noble Arms - Arfeudutyr,83438826,Spell,"","","","","You can only control 1 ""Noble Arms - Arfeudutyr"". Equip only to a Warrior-Type monster. Once per turn: You can target 1 Set card your opponent controls; the equipped monster loses exactly 500 ATK, and if it does, destroy that target. (This ATK loss remains even if this card leaves the field or the monster becomes unaffected by card effects.) If this face-up card on the field is destroyed and sent to the Graveyard: You can target 1 Warrior-Type ""Noble Knight"" monster you control; equip this card to that target. You can only use this effect of ""Noble Arms - Arfeudutyr"" once per turn.",Noble Arms,Equip,"","",""
22553,Noble Arms - Caliburn,23562407,Spell,"","","","","You can only control 1 ""Noble Arms - Caliburn"". Equip only to a Warrior-Type monster. It gains 500 ATK. Once per turn: You can gain 500 LP. If this face-up card on the field is destroyed and sent to the Graveyard: You can target 1 Warrior-Type ""Noble Knight"" monster you control; equip this card to that target. You can only use this effect of ""Noble Arms - Caliburn"" once per turn.",Noble Arms,Equip,"","",""
22554,Noble Arms - Excaliburn,46008667,Spell,"","","","","Equip only to a ""Noble Knight"" monster. It cannot be targeted by an opponent's card effects. During your turn, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard, then target 1 ""Noble Knight"" Xyz Monster you control; Special Summon from your Extra Deck, 1 ""Noble Knight"" Xyz Monster with a different name, by using that target as the Xyz Material. (This Special Summon is treated as an Xyz Summon. Xyz Materials attached to it also become Xyz Materials on the Summoned monster.) You can only use this effect of ""Noble Arms - Excaliburn"" once per turn.",Noble Arms,Equip,"","",""
22555,Noble Arms - Gallatin,14745409,Spell,"","","","","You can only control 1 ""Noble Arms - Gallatin"". Equip only to a Warrior-Type monster. It gains 1000 ATK. During each of your Standby Phases, it loses 200 ATK. If this face-up card on the field is destroyed and sent to the Graveyard: You can target 1 Warrior-Type ""Noble Knight"" monster you control; equip this card to that target. You can only use this effect of ""Noble Arms - Gallatin"" once per turn.",Noble Arms,Equip,"","",""
22556,Noble Arms of Destiny,07452945,Spell,"","","","","You can only control 1 ""Noble Arms of Destiny"". Equip only to a Warrior-Type monster. Once per turn, the equipped monster cannot be destroyed by battle or by card effects. If this face-up card on the field is destroyed and sent to the Graveyard: You can target 1 Warrior-Type ""Noble Knight"" monster you control; equip this card to that target. You can only use this effect of ""Noble Arms of Destiny"" once per turn.",Noble Arms,Equip,"","",""
22557,Noble Knights of the Round Table,55742055,Spell,"","","","","During your End Phase: You can activate each of these effects up to once per turn, depending on the total number of ""Noble Knight"" cards with different names in your Graveyard and/or you control;
● 3 or more: Send 1 ""Noble Knight"" card from your Deck to the Graveyard.
● 6 or more: Special Summon 1 ""Noble Knight"" monster from your hand, then you can equip 1 ""Noble Arms"" Equip Spell Card from your hand to that monster.
● 9 or more: Target 1 ""Noble Knight"" monster in your Graveyard; add that target to your hand.
● 12: Draw 1 card.",Noble Knight,Field,"","",""
22558,Noble Knights of the Round Table,55742055,Spell,"","","","","During your End Phase: You can activate each of these effects up to once per turn, depending on the total number of ""Noble Knight"" cards with different names in your Graveyard and/or you control;
● 3 or more: Send 1 ""Noble Knight"" card from your Deck to the Graveyard.
● 6 or more: Special Summon 1 ""Noble Knight"" monster from your hand, then you can equip 1 ""Noble Arms"" Equip Spell Card from your hand to that monster.
● 9 or more: Target 1 ""Noble Knight"" monster in your Graveyard; add that target to your hand.
● 12: Draw 1 card.",Noble Knight,Field,"","",""
22559,Noble Knights of the Round Table,55742055,Spell,"","","","","During your End Phase: You can activate each of these effects up to once per turn, depending on the total number of ""Noble Knight"" cards with different names in your Graveyard and/or you control;
● 3 or more: Send 1 ""Noble Knight"" card from your Deck to the Graveyard.
● 6 or more: Special Summon 1 ""Noble Knight"" monster from your hand, then you can equip 1 ""Noble Arms"" Equip Spell Card from your hand to that monster.
● 9 or more: Target 1 ""Noble Knight"" monster in your Graveyard; add that target to your hand.
● 12: Draw 1 card.",Noble Knight,Field,"","",""
22560,Noble Knights of the Round Table,55742055,Spell,"","","","","During your End Phase: You can activate each of these effects up to once per turn, depending on the total number of ""Noble Knight"" cards with different names in your Graveyard and/or you control;
● 3 or more: Send 1 ""Noble Knight"" card from your Deck to the Graveyard.
● 6 or more: Special Summon 1 ""Noble Knight"" monster from your hand, then you can equip 1 ""Noble Arms"" Equip Spell Card from your hand to that monster.
● 9 or more: Target 1 ""Noble Knight"" monster in your Graveyard; add that target to your hand.
● 12: Draw 1 card.",Noble Knight,Field,"","",""
22561,The Nordic Lights,50433147,Spell,"","","","","""Nordic"" monsters on the field cannot be destroyed by battle. If this card on the field is destroyed: Destroy all ""Nordic"" monsters on the field.",Nordic,Field,"","",""
22562,Nordic Relic Draupnir,55154048,Spell,"","","","","Equip only to an ""Aesir"" or ""Nordic"" monster. It gains 800 ATK. If this face-up card on the field is destroyed by a card effect: You can add 1 ""Nordic Relic"" card from your Deck to your hand.","Nordic, Nordic Relic",Equip,"","",""
22563,Nordic Relic Draupnir,55154048,Spell,"","","","","Equip only to an ""Aesir"" or ""Nordic"" monster. It gains 800 ATK. If this face-up card on the field is destroyed by a card effect: You can add 1 ""Nordic Relic"" card from your Deck to your hand.","Nordic, Nordic Relic",Equip,"","",""
22564,Nordic Relic Draupnir,55154048,Spell,"","","","","Equip only to an ""Aesir"" or ""Nordic"" monster. It gains 800 ATK. If this face-up card on the field is destroyed by a card effect: You can add 1 ""Nordic Relic"" card from your Deck to your hand.","Nordic, Nordic Relic",Equip,"","",""
22565,Nordic Relic Draupnir,55154048,Spell,"","","","","Equip only to an ""Aesir"" or ""Nordic"" monster. It gains 800 ATK. If this face-up card on the field is destroyed by a card effect: You can add 1 ""Nordic Relic"" card from your Deck to your hand.","Nordic, Nordic Relic",Equip,"","",""
22566,Odd-Eyes Advent,16494704,Spell,"","","","","This card can be used to Ritual Summon any Dragon-Type Ritual Monster from your hand or Graveyard. You must also Tribute Pendulum Monsters from your hand or field whose total Levels equal or exceed the Level of the Ritual Monster you Ritual Summon. If your opponent controls 2 or more monsters and you control no monsters, you can also send ""Odd-Eyes"" monsters from your Extra Deck to the Graveyard. You can only activate 1 ""Odd-Eyes Advent"" per turn.",Odd-Eyes,Ritual,"","",""
22567,Odd-Eyes Fusion,48144509,Spell,"","","","","Fusion Summon 1 Dragon-Type Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Materials. If your opponent controls 2 or more monsters and you control no monsters, you can also use up to 2 ""Odd-Eyes"" monsters in your Extra Deck as Fusion Materials. You can only activate 1 ""Odd-Eyes Fusion"" per turn.","Fusion, Odd-Eyes",Normal,"","",""
